date,1. open,2. high,3. low,4. close,5. volume
2020-04-27 09:31:00,2443.2,2444.8799,2433.0774,2433.0774,214409.0
2020-04-27 09:32:00,2433.03,2437.167,2426.02,2433.845,36957.0
2020-04-27 09:33:00,2434.46,2436.114,2425.0286,2436.114,29727.0
2020-04-27 09:34:00,2435.7656,2439.0,2433.0,2438.0337,25705.0
2020-04-27 09:35:00,2437.01,2438.46,2432.04,2432.27,40174.0
2020-04-27 09:36:00,2432.8179,2434.5701,2427.3,2431.3,36537.0
2020-04-27 09:37:00,2430.78,2432.24,2428.26,2428.26,22230.0
2020-04-27 09:38:00,2429.4299,2432.76,2427.2119,2430.77,20498.0
2020-04-27 09:39:00,2431.1201,2434.1101,2430.626,2431.5288,19386.0
2020-04-27 09:40:00,2431.9399,2431.9399,2425.25,2427.4651,24525.0
2020-04-27 09:41:00,2427.6948,2429.99,2420.8301,2423.4451,33046.0
2020-04-27 09:42:00,2424.1204,2425.98,2420.0601,2424.3501,25300.0
2020-04-27 09:43:00,2425.04,2432.98,2424.52,2431.74,24936.0
2020-04-27 09:44:00,2430.749,2436.0,2430.749,2431.49,24254.0
2020-04-27 09:45:00,2432.875,2433.05,2425.5103,2425.52,15041.0
2020-04-27 09:46:00,2426.01,2430.0149,2424.78,2429.0,15898.0
2020-04-27 09:47:00,2430.77,2432.0,2429.01,2430.6101,11546.0
2020-04-27 09:48:00,2430.27,2432.26,2429.8301,2431.2097,12371.0
2020-04-27 09:49:00,2435.0601,2436.0,2431.9258,2435.4307,16816.0
2020-04-27 09:50:00,2435.675,2435.8999,2433.3201,2435.2688,12102.0
2020-04-27 09:51:00,2435.5371,2437.01,2430.6899,2430.9099,22235.0
2020-04-27 09:52:00,2432.4424,2435.48,2428.1399,2432.7351,15770.0
2020-04-27 09:53:00,2433.0901,2437.25,2433.0901,2435.0,16829.0
2020-04-27 09:54:00,2434.9551,2435.04,2430.0,2430.6101,12555.0
2020-04-27 09:55:00,2431.6311,2434.0,2430.845,2433.7261,8491.0
2020-04-27 09:56:00,2432.9299,2434.5574,2430.5657,2430.5657,9010.0
2020-04-27 09:57:00,2430.72,2433.22,2429.6001,2431.3999,13899.0
2020-04-27 09:58:00,2431.2703,2433.1399,2431.2703,2432.7,11027.0
2020-04-27 09:59:00,2434.1899,2434.73,2433.1499,2433.99,9334.0
2020-04-27 10:00:00,2434.3208,2439.0,2434.3208,2437.645,21440.0
2020-04-27 10:01:00,2439.0,2441.0,2437.75,2441.0,23856.0
2020-04-27 10:02:00,2441.0,2441.1699,2435.0801,2435.0801,13401.0
2020-04-27 10:03:00,2435.0801,2437.95,2433.0,2435.6201,50952.0
2020-04-27 10:04:00,2436.1899,2438.4304,2435.0,2436.52,11307.0
2020-04-27 10:05:00,2437.0701,2437.29,2435.615,2436.6265,5049.0
2020-04-27 10:06:00,2437.48,2438.3501,2433.2949,2433.2949,10057.0
2020-04-27 10:07:00,2433.46,2435.75,2433.46,2434.1082,8663.0
2020-04-27 10:08:00,2434.3799,2435.5176,2428.1101,2430.6799,35829.0
2020-04-27 10:09:00,2432.0762,2434.25,2430.8,2432.4299,7378.0
2020-04-27 10:10:00,2432.71,2434.0,2432.075,2433.2986,16799.0
2020-04-27 10:11:00,2434.05,2434.6099,2430.0,2431.5786,12992.0
2020-04-27 10:12:00,2432.49,2433.1697,2430.97,2432.9951,10182.0
2020-04-27 10:13:00,2433.02,2433.25,2431.71,2431.71,5191.0
2020-04-27 10:14:00,2431.0,2431.0,2428.26,2429.6399,9015.0
2020-04-27 10:15:00,2431.8799,2433.5801,2429.9617,2430.5947,13028.0
2020-04-27 10:16:00,2429.8186,2431.0,2426.1499,2426.7749,12501.0
2020-04-27 10:17:00,2427.01,2431.0,2426.21,2430.291,9361.0
2020-04-27 10:18:00,2431.0,2431.0,2427.52,2428.3899,9403.0
2020-04-27 10:19:00,2427.53,2429.6699,2427.27,2429.313,8365.0
2020-04-27 10:20:00,2428.865,2428.8701,2423.343,2423.343,21155.0
2020-04-27 10:21:00,2424.0139,2427.79,2424.0139,2424.5,12813.0
2020-04-27 10:22:00,2425.9199,2425.9199,2422.48,2423.8269,16110.0
2020-04-27 10:23:00,2424.9009,2425.97,2424.0,2424.2002,9950.0
2020-04-27 10:24:00,2424.4851,2426.7998,2423.9167,2425.3501,8374.0
2020-04-27 10:25:00,2425.2749,2426.0,2424.0,2424.01,6761.0
2020-04-27 10:26:00,2424.51,2424.99,2423.3101,2423.3101,7493.0
2020-04-27 10:27:00,2423.55,2424.6599,2421.2,2421.2,18360.0
2020-04-27 10:28:00,2423.0,2423.0,2417.1799,2419.655,23695.0
2020-04-27 10:29:00,2419.3999,2420.21,2412.3396,2419.571,35329.0
2020-04-27 10:30:00,2420.4399,2423.0,2419.0,2420.9812,11370.0
2020-04-27 10:31:00,2421.095,2421.7476,2418.55,2419.9399,9569.0
2020-04-27 10:32:00,2420.8799,2421.395,2418.0,2419.99,11053.0
2020-04-27 10:33:00,2420.8899,2420.8899,2416.5901,2417.8096,11505.0
2020-04-27 10:34:00,2418.5,2420.0,2417.8799,2418.3101,6963.0
2020-04-27 10:35:00,2418.469,2418.469,2412.4795,2413.01,12021.0
2020-04-27 10:36:00,2414.8499,2415.1499,2412.0,2414.425,20288.0
2020-04-27 10:37:00,2414.0437,2416.3691,2414.0437,2415.0,16179.0
2020-04-27 10:38:00,2415.2949,2417.8914,2415.29,2416.9065,6359.0
2020-04-27 10:39:00,2415.4548,2418.0,2415.4548,2417.1899,8981.0
2020-04-27 10:40:00,2417.252,2417.98,2416.3301,2416.6899,6442.0
2020-04-27 10:41:00,2417.49,2418.6599,2416.6101,2417.5789,11598.0
2020-04-27 10:42:00,2416.05,2418.4617,2416.05,2417.4951,3682.0
2020-04-27 10:43:00,2417.4951,2417.9543,2415.835,2417.405,13657.0
2020-04-27 10:44:00,2417.3401,2418.48,2416.8301,2417.6201,6827.0
2020-04-27 10:45:00,2417.1201,2417.28,2415.6499,2415.8667,5442.0
2020-04-27 10:46:00,2415.3,2415.696,2412.8401,2412.99,12868.0
2020-04-27 10:47:00,2412.22,2412.9065,2411.0,2412.9065,11402.0
2020-04-27 10:48:00,2412.46,2416.4561,2412.46,2416.4561,16080.0
2020-04-27 10:49:00,2416.061,2416.1084,2412.885,2413.01,6800.0
2020-04-27 10:50:00,2413.05,2415.2913,2412.6001,2413.6899,6225.0
2020-04-27 10:51:00,2414.7649,2415.1404,2413.52,2413.595,4928.0
2020-04-27 10:52:00,2413.2554,2415.0,2413.2554,2415.0,4146.0
2020-04-27 10:53:00,2415.0,2419.0,2415.0,2417.0,15725.0
2020-04-27 10:54:00,2418.6321,2418.6321,2415.0,2415.6411,9428.0
2020-04-27 10:55:00,2415.8201,2417.8599,2414.0249,2416.9399,9367.0
2020-04-27 10:56:00,2417.99,2417.99,2415.7451,2415.7451,2530.0
2020-04-27 10:57:00,2416.4299,2416.4299,2414.885,2414.887,5412.0
2020-04-27 10:58:00,2414.52,2415.3501,2410.8701,2410.8701,13329.0
2020-04-27 10:59:00,2411.0,2414.99,2411.0,2413.6299,9407.0
2020-04-27 11:00:00,2413.6201,2414.6699,2411.8799,2411.8799,9343.0
2020-04-27 11:01:00,2411.8799,2413.6499,2411.0212,2413.0,7634.0
2020-04-27 11:02:00,2412.3899,2412.7976,2409.0,2411.0601,17765.0
2020-04-27 11:03:00,2411.5967,2414.99,2409.9199,2414.6001,12713.0
2020-04-27 11:04:00,2414.98,2416.7251,2414.98,2416.0,14139.0
2020-04-27 11:05:00,2415.75,2418.0,2415.53,2415.7122,10187.0
2020-04-27 11:06:00,2415.3799,2415.3945,2413.1001,2414.488,6977.0
2020-04-27 11:07:00,2414.0349,2415.1997,2413.676,2415.1599,3920.0
2020-04-27 11:08:00,2415.49,2416.22,2414.677,2415.8201,5612.0
2020-04-27 11:09:00,2416.1299,2416.1299,2414.47,2415.415,5910.0
2020-04-27 11:10:00,2415.2,2415.814,2415.0701,2415.0701,6104.0
2020-04-27 11:11:00,2414.8,2415.7229,2413.28,2415.3101,9309.0
2020-04-27 11:12:00,2414.01,2415.6399,2413.28,2414.1501,6924.0
2020-04-27 11:13:00,2413.8499,2414.5581,2413.8499,2414.48,3332.0
2020-04-27 11:14:00,2414.3696,2414.7151,2413.5701,2414.7151,38966.0
2020-04-27 11:15:00,2414.7451,2414.78,2413.5601,2414.3401,3770.0
2020-04-27 11:16:00,2414.1499,2417.5,2414.1499,2416.01,10303.0
2020-04-27 11:17:00,2416.72,2417.5999,2416.1006,2417.25,6161.0
2020-04-27 11:18:00,2417.0,2417.1499,2416.2549,2417.0601,6953.0
2020-04-27 11:19:00,2417.0649,2419.3457,2417.0,2419.3457,8948.0
2020-04-27 11:20:00,2419.3,2421.45,2419.2842,2420.6636,13514.0
2020-04-27 11:21:00,2421.1855,2421.6699,2420.49,2421.3999,12682.0
2020-04-27 11:22:00,2421.01,2421.6699,2420.5354,2421.25,7877.0
2020-04-27 11:23:00,2421.0,2421.3601,2420.8899,2421.25,2992.0
2020-04-27 11:24:00,2421.0,2421.54,2420.75,2421.3201,9820.0
2020-04-27 11:25:00,2421.2073,2422.46,2421.2073,2421.7251,8639.0
2020-04-27 11:26:00,2422.22,2422.22,2419.0601,2419.99,13455.0
2020-04-27 11:27:00,2419.5649,2419.5649,2417.8101,2418.52,7943.0
2020-04-27 11:28:00,2419.25,2420.0901,2418.4812,2419.7505,10171.0
2020-04-27 11:29:00,2419.76,2420.1399,2419.49,2420.1177,2317.0
2020-04-27 11:30:00,2419.4802,2420.1299,2419.0,2419.0,5096.0
2020-04-27 11:31:00,2418.2,2419.0347,2417.3601,2417.9399,4165.0
2020-04-27 11:32:00,2417.6799,2417.9951,2415.4099,2417.1201,7384.0
2020-04-27 11:33:00,2417.1201,2417.7749,2414.5601,2415.0,8772.0
2020-04-27 11:34:00,2415.5,2416.6362,2415.0,2415.79,8324.0
2020-04-27 11:35:00,2416.3101,2417.6001,2415.1831,2417.6001,4213.0
2020-04-27 11:36:00,2416.125,2416.125,2414.1902,2415.1699,3732.0
2020-04-27 11:37:00,2415.51,2416.3301,2414.26,2414.8501,3557.0
2020-04-27 11:38:00,2414.45,2414.96,2414.0,2414.2864,4482.0
2020-04-27 11:39:00,2414.6021,2414.6267,2413.5,2413.53,7246.0
2020-04-27 11:40:00,2414.0,2414.0,2412.54,2412.54,4822.0
2020-04-27 11:41:00,2412.54,2412.8499,2411.5913,2412.8447,6757.0
2020-04-27 11:42:00,2412.4651,2414.7866,2412.02,2413.9939,6917.0
2020-04-27 11:43:00,2412.9653,2414.26,2412.9653,2413.5049,3238.0
2020-04-27 11:44:00,2413.51,2413.6299,2412.4805,2413.0,4406.0
2020-04-27 11:45:00,2412.8,2413.6499,2412.46,2413.1951,5587.0
2020-04-27 11:46:00,2413.3142,2413.45,2412.0,2412.4551,6963.0
2020-04-27 11:47:00,2412.01,2412.02,2408.6101,2409.0,18850.0
2020-04-27 11:48:00,2409.6499,2411.0481,2409.5,2409.51,8009.0
2020-04-27 11:49:00,2409.5249,2409.5249,2408.23,2408.675,9978.0
2020-04-27 11:50:00,2409.0701,2409.28,2406.0,2406.4751,16473.0
2020-04-27 11:51:00,2407.1528,2407.8501,2405.2,2405.79,10958.0
2020-04-27 11:52:00,2405.46,2405.46,2400.55,2400.55,15499.0
2020-04-27 11:53:00,2401.1479,2402.2109,2399.1201,2399.99,34439.0
2020-04-27 11:54:00,2399.4399,2402.0,2397.0,2400.3018,26132.0
2020-04-27 11:55:00,2399.53,2403.928,2399.53,2402.3115,16857.0
2020-04-27 11:56:00,2402.1299,2407.3198,2401.3501,2404.4199,13186.0
2020-04-27 11:57:00,2403.75,2405.5,2402.4985,2403.895,4178.0
2020-04-27 11:58:00,2403.97,2404.8401,2403.01,2404.1626,6968.0
2020-04-27 11:59:00,2404.5981,2404.5981,2402.3999,2404.51,7494.0
2020-04-27 12:00:00,2403.04,2405.1912,2403.04,2405.1912,3076.0
2020-04-27 12:01:00,2403.74,2405.4424,2401.05,2401.2959,7154.0
2020-04-27 12:02:00,2401.0,2401.1797,2399.0034,2399.0034,10397.0
2020-04-27 12:03:00,2399.4043,2401.135,2399.4043,2399.5481,5810.0
2020-04-27 12:04:00,2399.0601,2399.3,2397.23,2397.45,12035.0
2020-04-27 12:05:00,2397.2803,2397.9084,2394.8201,2395.405,15928.0
2020-04-27 12:06:00,2395.3799,2399.1943,2395.0601,2398.0259,10281.0
2020-04-27 12:07:00,2397.0549,2400.0,2396.312,2398.79,8751.0
2020-04-27 12:08:00,2399.1399,2401.1699,2398.71,2399.7715,5048.0
