date,MACD,MACD_Signal,MACD_Hist
2007-01-08,-0.3826,-0.2896,-0.093
2007-01-09,-0.4116,-0.314,-0.0976
2007-01-10,-0.4385,-0.3389,-0.0996
2007-01-11,-0.3699,-0.3451,-0.0248
2007-01-12,-0.3048,-0.3371,0.0322
2007-01-16,-0.2248,-0.3146,0.0898
2007-01-17,-0.154,-0.2825,0.1285
2007-01-18,-0.1383,-0.2537,0.1154
2007-01-19,-0.1427,-0.2315,0.0888
2007-01-22,-0.1645,-0.2181,0.0536
2007-01-23,-0.2068,-0.2158,0.009
2007-01-24,-0.2503,-0.2227,-0.0276
2007-01-25,-0.347,-0.2476,-0.0995
2007-01-26,-0.426,-0.2833,-0.1427
2007-01-29,-0.4288,-0.3124,-0.1164
2007-01-30,-0.4261,-0.3351,-0.091
2007-01-31,-0.3888,-0.3458,-0.0429
2007-02-01,-0.3974,-0.3562,-0.0413
2007-02-02,-0.4108,-0.3671,-0.0437
2007-02-05,-0.4366,-0.381,-0.0556
2007-02-06,-0.4797,-0.4007,-0.079
2007-02-07,-0.508,-0.4222,-0.0858
2007-02-08,-0.5444,-0.4466,-0.0977
2007-02-09,-0.6033,-0.478,-0.1254
2007-02-12,-0.6658,-0.5155,-0.1503
2007-02-13,-0.7079,-0.554,-0.1539
2007-02-14,-0.6786,-0.5789,-0.0997
2007-02-15,-0.6575,-0.5947,-0.0629
2007-02-16,-0.6502,-0.6058,-0.0445
2007-02-20,-0.6523,-0.6151,-0.0372
2007-02-21,-0.68,-0.6281,-0.0519
2007-02-22,-0.6452,-0.6315,-0.0137
2007-02-23,-0.6314,-0.6315,0.0001
2007-02-26,-0.6724,-0.6397,-0.0327
2007-02-27,-0.7974,-0.6712,-0.1262
2007-02-28,-0.8742,-0.7118,-0.1624
2007-03-01,-0.9652,-0.7625,-0.2027
2007-03-02,-1.0661,-0.8232,-0.2429
2007-03-05,-1.1705,-0.8927,-0.2779
2007-03-06,-1.192,-0.9525,-0.2394
2007-03-07,-1.1577,-0.9936,-0.1641
2007-03-08,-1.0992,-1.0147,-0.0845
2007-03-09,-1.0721,-1.0262,-0.0459
2007-03-12,-1.0577,-1.0325,-0.0252
2007-03-13,-1.091,-1.0442,-0.0468
2007-03-14,-1.1079,-1.0569,-0.051
2007-03-15,-1.0869,-1.0629,-0.024
2007-03-16,-0.9792,-1.0462,0.067
2007-03-19,-0.8469,-1.0063,0.1594
2007-03-20,-0.7064,-0.9463,0.2399
2007-03-21,-0.5174,-0.8605,0.3432
2007-03-22,-0.4136,-0.7712,0.3575
2007-03-23,-0.3452,-0.686,0.3408
2007-03-26,-0.2453,-0.5978,0.3525
2007-03-27,-0.1826,-0.5148,0.3322
2007-03-28,-0.1665,-0.4451,0.2786
2007-03-29,-0.148,-0.3857,0.2377
2007-03-30,-0.1295,-0.3345,0.205
2007-04-02,-0.1222,-0.292,0.1698
2007-04-03,-0.096,-0.2528,0.1568
2007-04-04,-0.0863,-0.2195,0.1332
2007-04-05,-0.073,-0.1902,0.1172
2007-04-09,-0.0824,-0.1687,0.0862
2007-04-10,-0.0873,-0.1524,0.0651
2007-04-11,-0.1244,-0.1468,0.0224
2007-04-12,-0.1569,-0.1488,-0.0081
2007-04-13,-0.1734,-0.1537,-0.0196
2007-04-16,-0.1611,-0.1552,-0.0059
2007-04-17,-0.1505,-0.1543,0.0037
2007-04-18,-0.1453,-0.1525,0.0072
2007-04-19,-0.1555,-0.1531,-0.0024
2007-04-20,-0.0915,-0.1408,0.0493
2007-04-23,-0.0475,-0.1221,0.0746
2007-04-24,-0.0308,-0.1039,0.073
2007-04-25,0.0224,-0.0786,0.101
2007-04-26,0.0623,-0.0504,0.1128
2007-04-27,0.0674,-0.0269,0.0942
2007-04-30,0.0323,-0.015,0.0473
2007-05-01,-0.0054,-0.0131,0.0077
2007-05-02,-0.0067,-0.0118,0.0051
2007-05-03,0.0218,-0.0051,0.0269
2007-05-04,-0.0294,-0.01,-0.0195
2007-05-07,-0.0972,-0.0274,-0.0698
2007-05-08,-0.1627,-0.0545,-0.1082
2007-05-09,-0.2234,-0.0883,-0.1351
2007-05-10,-0.3082,-0.1323,-0.176
2007-05-11,-0.3656,-0.1789,-0.1867
2007-05-14,-0.4631,-0.2358,-0.2273
2007-05-15,-0.5748,-0.3036,-0.2712
2007-05-16,-0.671,-0.3771,-0.2939
2007-05-17,-0.7171,-0.4451,-0.2721
2007-05-18,-0.7068,-0.4974,-0.2094
2007-05-21,-0.6644,-0.5308,-0.1336
2007-05-22,-0.6451,-0.5537,-0.0914
2007-05-23,-0.6322,-0.5694,-0.0628
2007-05-24,-0.6611,-0.5877,-0.0734
2007-05-25,-0.6524,-0.6006,-0.0517
2007-05-29,-0.6412,-0.6088,-0.0325
2007-05-30,-0.6149,-0.61,-0.0049
2007-05-31,-0.5784,-0.6037,0.0253
2007-06-01,-0.5177,-0.5865,0.0688
2007-06-04,-0.4882,-0.5668,0.0786
2007-06-05,-0.4787,-0.5492,0.0705
2007-06-06,-0.5008,-0.5395,0.0387
2007-06-07,-0.5691,-0.5454,-0.0237
2007-06-08,-0.5978,-0.5559,-0.0419
2007-06-11,-0.6238,-0.5695,-0.0543
2007-06-12,-0.6212,-0.5798,-0.0413
2007-06-13,-0.6096,-0.5858,-0.0238
2007-06-14,-0.6064,-0.5899,-0.0165
2007-06-15,-0.5841,-0.5888,0.0046
2007-06-18,-0.5689,-0.5848,0.0159
2007-06-19,-0.556,-0.579,0.023
2007-06-20,-0.5611,-0.5754,0.0143
2007-06-21,-0.6433,-0.589,-0.0543
2007-06-22,-0.7577,-0.6227,-0.135
2007-06-25,-0.8292,-0.664,-0.1652
2007-06-26,-0.867,-0.7046,-0.1624
2007-06-27,-0.858,-0.7353,-0.1227
2007-06-28,-0.8157,-0.7514,-0.0643
2007-06-29,-0.7899,-0.7591,-0.0308
2007-07-02,-0.7759,-0.7625,-0.0135
2007-07-03,-0.7314,-0.7563,0.0249
2007-07-05,-0.6898,-0.743,0.0532
2007-07-06,-0.6325,-0.7209,0.0883
2007-07-09,-0.5972,-0.6961,0.0989
2007-07-10,-0.5811,-0.6731,0.092
2007-07-11,-0.5714,-0.6528,0.0814
2007-07-12,-0.5597,-0.6342,0.0744
2007-07-13,-0.5354,-0.6144,0.079
2007-07-16,-0.5095,-0.5934,0.084
2007-07-17,-0.5004,-0.5748,0.0745
2007-07-18,-0.437,-0.5473,0.1103
2007-07-19,-0.2858,-0.495,0.2091
2007-07-20,-0.165,-0.429,0.264
2007-07-23,-0.0309,-0.3494,0.3185
2007-07-24,0.0838,-0.2627,0.3465
2007-07-25,0.1467,-0.1808,0.3275
2007-07-26,0.152,-0.1143,0.2663
2007-07-27,0.1142,-0.0686,0.1828
2007-07-30,0.0876,-0.0373,0.125
2007-07-31,0.0419,-0.0215,0.0634
2007-08-01,0.047,-0.0078,0.0548
2007-08-02,0.0282,-0.0006,0.0288
2007-08-03,-0.0356,-0.0076,-0.028
2007-08-06,-0.0389,-0.0139,-0.025
2007-08-07,-0.0226,-0.0156,-0.007
2007-08-08,0.0382,-0.0048,0.043
2007-08-09,0.1118,0.0185,0.0933
2007-08-10,0.1673,0.0482,0.1191
2007-08-13,0.1906,0.0767,0.1139
2007-08-14,0.154,0.0922,0.0618
2007-08-15,0.0773,0.0892,-0.0119
2007-08-16,0.0195,0.0753,-0.0557
2007-08-17,-0.0188,0.0565,-0.0752
2007-08-20,-0.0318,0.0388,-0.0706
2007-08-21,-0.0066,0.0297,-0.0363
2007-08-22,0.0284,0.0295,-0.001
2007-08-23,0.0539,0.0344,0.0196
2007-08-24,0.0789,0.0433,0.0356
2007-08-27,0.08,0.0506,0.0294
2007-08-28,0.0409,0.0487,-0.0078
2007-08-29,0.0576,0.0504,0.0071
2007-08-30,0.0597,0.0523,0.0074
2007-08-31,0.0766,0.0572,0.0194
2007-09-04,0.1025,0.0662,0.0363
2007-09-05,0.0993,0.0728,0.0265
2007-09-06,0.1069,0.0797,0.0272
2007-09-07,0.0781,0.0793,-0.0013
2007-09-10,0.045,0.0725,-0.0274
2007-09-11,0.0418,0.0663,-0.0246
2007-09-12,0.0387,0.0608,-0.0221
2007-09-13,0.0479,0.0582,-0.0103
2007-09-14,0.0673,0.06,0.0072
2007-09-17,0.0546,0.0589,-0.0044
2007-09-18,0.0863,0.0644,0.0219
2007-09-19,0.1061,0.0728,0.0334
2007-09-20,0.0974,0.0777,0.0197
2007-09-21,0.0878,0.0797,0.0081
2007-09-24,0.0537,0.0745,-0.0208
2007-09-25,0.0217,0.0639,-0.0423
2007-09-26,0.0442,0.06,-0.0158
2007-09-27,0.0039,0.0488,-0.0449
2007-09-28,-0.0892,0.0212,-0.1104
2007-10-01,-0.1515,-0.0134,-0.1381
2007-10-02,-0.1763,-0.0459,-0.1303
2007-10-03,-0.1984,-0.0764,-0.122
2007-10-04,-0.2152,-0.1042,-0.111
2007-10-05,-0.2003,-0.1234,-0.0769
2007-10-08,-0.2007,-0.1389,-0.0618
2007-10-09,-0.1897,-0.149,-0.0407
2007-10-10,-0.1967,-0.1586,-0.0382
2007-10-11,-0.2183,-0.1705,-0.0478
2007-10-12,-0.2312,-0.1827,-0.0485
2007-10-15,-0.257,-0.1975,-0.0595
2007-10-16,-0.2774,-0.2135,-0.0639
2007-10-17,-0.264,-0.2236,-0.0404
2007-10-18,-0.2297,-0.2248,-0.0049
2007-10-19,-0.2449,-0.2288,-0.016
2007-10-22,-0.2468,-0.2324,-0.0144
2007-10-23,-0.2495,-0.2358,-0.0137
2007-10-24,-0.2543,-0.2395,-0.0148
2007-10-25,-0.2473,-0.2411,-0.0062
2007-10-26,-0.2389,-0.2406,0.0017
2007-10-29,-0.2248,-0.2375,0.0126
2007-10-30,-0.2176,-0.2335,0.0159
2007-10-31,-0.1672,-0.2203,0.053
2007-11-01,-0.1936,-0.2149,0.0213
2007-11-02,-0.2361,-0.2192,-0.0169
2007-11-05,-0.3121,-0.2377,-0.0743
2007-11-06,-0.3689,-0.264,-0.1049
2007-11-07,-0.4762,-0.3064,-0.1698
2007-11-08,-0.6115,-0.3674,-0.244
2007-11-09,-0.7767,-0.4493,-0.3274
2007-11-12,-0.8518,-0.5298,-0.322
2007-11-13,-0.8332,-0.5905,-0.2427
2007-11-14,-0.7883,-0.63,-0.1583
2007-11-15,-0.7562,-0.6553,-0.1009
2007-11-16,-0.7966,-0.6835,-0.113
2007-11-19,-0.8431,-0.7154,-0.1276
2007-11-20,-0.8515,-0.7427,-0.1089
2007-11-21,-0.8716,-0.7684,-0.1031
2007-11-23,-0.8566,-0.7861,-0.0706
2007-11-26,-0.9062,-0.8101,-0.0961
2007-11-27,-0.9003,-0.8281,-0.0722
2007-11-28,-0.8576,-0.834,-0.0235
2007-11-29,-0.8079,-0.8288,0.0209
2007-11-30,-0.7319,-0.8094,0.0775
2007-12-03,-0.7103,-0.7896,0.0793
2007-12-04,-0.7227,-0.7762,0.0535
2007-12-05,-0.6995,-0.7609,0.0614
2007-12-06,-0.6574,-0.7402,0.0828
2007-12-07,-0.6352,-0.7192,0.0839
2007-12-10,-0.6019,-0.6957,0.0938
2007-12-11,-0.6355,-0.6837,0.0482
2007-12-12,-0.6558,-0.6781,0.0223
2007-12-13,-0.6945,-0.6814,-0.0131
2007-12-14,-0.7369,-0.6925,-0.0444
2007-12-17,-0.8495,-0.7239,-0.1256
2007-12-18,-0.8921,-0.7575,-0.1345
2007-12-19,-0.9607,-0.7982,-0.1626
2007-12-20,-0.9637,-0.8313,-0.1325
2007-12-21,-0.9128,-0.8476,-0.0652
2007-12-24,-0.8497,-0.848,-0.0017
2007-12-26,-0.8225,-0.8429,0.0204
2007-12-27,-0.8206,-0.8385,0.0179
2007-12-28,-0.836,-0.838,0.0019
2007-12-31,-0.8115,-0.8327,0.0212
2008-01-02,-0.8755,-0.8412,-0.0343
2008-01-03,-0.9644,-0.8659,-0.0985
2008-01-04,-1.0701,-0.9067,-0.1634
2008-01-07,-1.1192,-0.9492,-0.17
2008-01-08,-1.0268,-0.9647,-0.0621
2008-01-09,-0.9747,-0.9667,-0.0079
2008-01-10,-0.8549,-0.9443,0.0895
2008-01-11,-0.7928,-0.914,0.1213
2008-01-14,-0.7542,-0.8821,0.1278
2008-01-15,-0.7721,-0.8601,0.088
2008-01-16,-0.7406,-0.8362,0.0956
2008-01-17,-0.7274,-0.8144,0.087
2008-01-18,-0.7399,-0.7995,0.0596
2008-01-22,-0.7404,-0.7877,0.0473
2008-01-23,-0.6191,-0.754,0.1348
2008-01-24,-0.4883,-0.7009,0.2125
2008-01-25,-0.4433,-0.6493,0.206
2008-01-28,-0.403,-0.6001,0.1971
2008-01-29,-0.3421,-0.5485,0.2064
2008-01-30,-0.3503,-0.5088,0.1585
2008-01-31,-0.3775,-0.4826,0.1051
2008-02-01,-0.3697,-0.46,0.0903
2008-02-04,-0.3618,-0.4404,0.0785
2008-02-05,-0.4058,-0.4334,0.0277
2008-02-06,-0.4643,-0.4396,-0.0247
2008-02-07,-0.4745,-0.4466,-0.0279
2008-02-08,-0.4987,-0.457,-0.0417
2008-02-11,-0.4912,-0.4639,-0.0273
2008-02-12,-0.4646,-0.464,-0.0006
2008-02-13,-0.4272,-0.4566,0.0294
2008-02-14,-0.4466,-0.4546,0.0081
2008-02-15,-0.4479,-0.4533,0.0054
2008-02-19,-0.4589,-0.4544,-0.0045
2008-02-20,-0.4496,-0.4534,0.0039
2008-02-21,-0.4715,-0.457,-0.0144
2008-02-22,-0.4497,-0.4556,0.0059
2008-02-25,-0.4076,-0.446,0.0384
2008-02-26,-0.3253,-0.4219,0.0965
2008-02-27,-0.2587,-0.3892,0.1305
2008-02-28,-0.2411,-0.3596,0.1185
2008-02-29,-0.2718,-0.342,0.0703
2008-03-03,-0.3029,-0.3342,0.0313
2008-03-04,-0.3198,-0.3313,0.0115
2008-03-05,-0.3103,-0.3271,0.0168
2008-03-06,-0.3424,-0.3302,-0.0122
2008-03-07,-0.4036,-0.3449,-0.0587
2008-03-10,-0.4708,-0.3701,-0.1007
2008-03-11,-0.4431,-0.3847,-0.0584
2008-03-12,-0.4267,-0.3931,-0.0337
2008-03-13,-0.4075,-0.396,-0.0115
2008-03-14,-0.4068,-0.3981,-0.0087
2008-03-17,-0.4121,-0.4009,-0.0112
2008-03-18,-0.3334,-0.3874,0.0541
2008-03-19,-0.3269,-0.3753,0.0484
2008-03-20,-0.3157,-0.3634,0.0477
2008-03-24,-0.2746,-0.3456,0.071
2008-03-25,-0.2313,-0.3228,0.0914
2008-03-26,-0.2211,-0.3024,0.0813
2008-03-27,-0.2138,-0.2847,0.0709
2008-03-28,-0.251,-0.278,0.0269
2008-03-31,-0.2415,-0.2707,0.0292
2008-04-01,-0.1515,-0.2468,0.0954
2008-04-02,-0.0713,-0.2117,0.1405
2008-04-03,-0.0283,-0.175,0.1467
2008-04-04,0.0184,-0.1364,0.1547
2008-04-07,0.0396,-0.1012,0.1408
2008-04-08,0.0295,-0.075,0.1045
2008-04-09,-0.0195,-0.0639,0.0444
2008-04-10,-0.0513,-0.0614,0.0101
2008-04-11,-0.0987,-0.0689,-0.0298
2008-04-14,-0.1579,-0.0867,-0.0712
2008-04-15,-0.1745,-0.1042,-0.0703
2008-04-16,-0.1568,-0.1147,-0.0421
2008-04-17,-0.1428,-0.1204,-0.0224
2008-04-18,-0.0807,-0.1124,0.0317
2008-04-21,-0.0495,-0.0998,0.0503
2008-04-22,-0.0524,-0.0903,0.038
2008-04-23,-0.0421,-0.0807,0.0386
2008-04-24,-0.1819,-0.1009,-0.081
2008-04-25,-0.2998,-0.1407,-0.1591
2008-04-28,-0.4047,-0.1935,-0.2112
2008-04-29,-0.4391,-0.2426,-0.1965
2008-04-30,-0.4588,-0.2859,-0.1729
2008-05-01,-0.4354,-0.3158,-0.1196
2008-05-02,-0.4273,-0.3381,-0.0892
2008-05-05,-0.4256,-0.3556,-0.0701
2008-05-06,-0.4179,-0.368,-0.0498
2008-05-07,-0.4398,-0.3824,-0.0574
2008-05-08,-0.4599,-0.3979,-0.062
2008-05-09,-0.4696,-0.4122,-0.0574
2008-05-12,-0.4575,-0.4213,-0.0362
2008-05-13,-0.45,-0.427,-0.023
2008-05-14,-0.4414,-0.4299,-0.0115
2008-05-15,-0.4176,-0.4274,0.0098
2008-05-16,-0.3163,-0.4052,0.0889
2008-05-19,-0.2315,-0.3705,0.139
2008-05-20,-0.1807,-0.3325,0.1518
2008-05-21,-0.1517,-0.2964,0.1447
2008-05-22,-0.0945,-0.256,0.1615
2008-05-23,-0.0598,-0.2167,0.1569
2008-05-27,0.0128,-0.1708,0.1836
2008-05-28,0.095,-0.1177,0.2127
2008-05-29,0.1982,-0.0545,0.2527
2008-05-30,0.2656,0.0095,0.2561
2008-06-02,0.2947,0.0666,0.2282
2008-06-03,0.2998,0.1132,0.1866
2008-06-04,0.3298,0.1565,0.1733
2008-06-05,0.3816,0.2015,0.18
2008-06-06,0.3499,0.2312,0.1187
2008-06-09,0.3092,0.2468,0.0624
2008-06-10,0.2992,0.2573,0.042
2008-06-11,0.2665,0.2591,0.0074
2008-06-12,0.2578,0.2589,-0.0011
2008-06-13,0.2759,0.2623,0.0137
2008-06-16,0.3014,0.2701,0.0313
2008-06-17,0.2995,0.276,0.0235
2008-06-18,0.2667,0.2741,-0.0074
2008-06-19,0.2555,0.2704,-0.0149
2008-06-20,0.1832,0.253,-0.0697
2008-06-23,0.0503,0.2124,-0.1621
2008-06-24,-0.0329,0.1634,-0.1962
2008-06-25,-0.0546,0.1198,-0.1744
2008-06-26,-0.1372,0.0684,-0.2056
2008-06-27,-0.1947,0.0158,-0.2105
2008-06-30,-0.2863,-0.0446,-0.2416
2008-07-01,-0.3643,-0.1086,-0.2557
2008-07-02,-0.4165,-0.1702,-0.2464
2008-07-03,-0.4622,-0.2286,-0.2337
2008-07-07,-0.5415,-0.2912,-0.2503
2008-07-08,-0.5662,-0.3462,-0.2201
2008-07-09,-0.6287,-0.4027,-0.226
2008-07-10,-0.6983,-0.4618,-0.2365
2008-07-11,-0.7697,-0.5234,-0.2463
2008-07-14,-0.8216,-0.583,-0.2386
2008-07-15,-0.8864,-0.6437,-0.2427
2008-07-16,-0.8665,-0.6882,-0.1782
2008-07-17,-0.837,-0.718,-0.119
2008-07-18,-0.8083,-0.7361,-0.0723
2008-07-21,-0.7966,-0.7482,-0.0484
2008-07-22,-0.6954,-0.7376,0.0422
2008-07-23,-0.585,-0.7071,0.1221
2008-07-24,-0.5621,-0.6781,0.116
2008-07-25,-0.5473,-0.6519,0.1046
2008-07-28,-0.5446,-0.6305,0.0859
2008-07-29,-0.4757,-0.5995,0.1238
2008-07-30,-0.4418,-0.568,0.1262
2008-07-31,-0.4086,-0.5361,0.1275
2008-08-01,-0.3995,-0.5088,0.1093
2008-08-04,-0.4165,-0.4903,0.0738
2008-08-05,-0.3884,-0.4699,0.0815
2008-08-06,-0.3284,-0.4416,0.1132
2008-08-07,-0.3112,-0.4155,0.1043
2008-08-08,-0.2463,-0.3817,0.1354
2008-08-11,-0.0985,-0.3251,0.2265
2008-08-12,0.0231,-0.2554,0.2786
2008-08-13,0.1134,-0.1816,0.2951
2008-08-14,0.2323,-0.0989,0.3312
2008-08-15,0.3045,-0.0182,0.3227
2008-08-18,0.3432,0.0541,0.2891
2008-08-19,0.325,0.1083,0.2167
2008-08-20,0.2926,0.1451,0.1475
2008-08-21,0.2567,0.1675,0.0893
2008-08-22,0.2544,0.1849,0.0696
2008-08-25,0.2082,0.1895,0.0187
2008-08-26,0.1689,0.1854,-0.0165
2008-08-27,0.1425,0.1768,-0.0343
2008-08-28,0.1513,0.1717,-0.0204
2008-08-29,0.123,0.162,-0.039
2008-09-02,0.1138,0.1523,-0.0386
2008-09-03,0.1204,0.1459,-0.0256
2008-09-04,0.0564,0.128,-0.0716
2008-09-05,0.0136,0.1051,-0.0915
2008-09-08,0.0086,0.0858,-0.0772
2008-09-09,-0.0352,0.0616,-0.0969
2008-09-10,-0.0676,0.0358,-0.1034
2008-09-11,-0.0467,0.0193,-0.066
2008-09-12,-0.0538,0.0047,-0.0585
2008-09-15,-0.0786,-0.012,-0.0666
2008-09-16,-0.0214,-0.0139,-0.0075
2008-09-17,-0.0123,-0.0136,0.0013
2008-09-18,0.031,-0.0047,0.0356
2008-09-19,0.0732,0.0109,0.0623
2008-09-22,0.0353,0.0158,0.0195
2008-09-23,-0.0107,0.0105,-0.0212
2008-09-24,-0.0602,-0.0036,-0.0566
2008-09-25,-0.0952,-0.0219,-0.0732
2008-09-26,-0.119,-0.0414,-0.0777
2008-09-29,-0.1994,-0.073,-0.1264
2008-09-30,-0.2043,-0.0992,-0.105
2008-10-01,-0.2113,-0.1217,-0.0897
2008-10-02,-0.2647,-0.1503,-0.1145
2008-10-03,-0.3442,-0.1891,-0.1552
2008-10-06,-0.4576,-0.2428,-0.2148
2008-10-07,-0.5963,-0.3135,-0.2828
2008-10-08,-0.758,-0.4024,-0.3556
2008-10-09,-0.9175,-0.5054,-0.4121
2008-10-10,-1.0264,-0.6096,-0.4168
2008-10-13,-1.0474,-0.6972,-0.3503
2008-10-14,-1.087,-0.7751,-0.3119
2008-10-15,-1.1998,-0.8601,-0.3397
2008-10-16,-1.2394,-0.9359,-0.3035
2008-10-17,-1.2651,-1.0018,-0.2633
2008-10-20,-1.2165,-1.0447,-0.1718
2008-10-21,-1.2141,-1.0786,-0.1355
2008-10-22,-1.2398,-1.1108,-0.129
2008-10-23,-1.2243,-1.1335,-0.0908
2008-10-24,-1.2445,-1.1557,-0.0888
2008-10-27,-1.2533,-1.1752,-0.078
2008-10-28,-1.1446,-1.1691,0.0245
2008-10-29,-1.0089,-1.1371,0.1282
2008-10-30,-0.7882,-1.0673,0.2791
2008-10-31,-0.5656,-0.9669,0.4014
2008-11-03,-0.4326,-0.8601,0.4275
2008-11-04,-0.3306,-0.7542,0.4235
2008-11-05,-0.3084,-0.665,0.3566
2008-11-06,-0.3338,-0.5988,0.265
2008-11-07,-0.3929,-0.5576,0.1647
2008-11-10,-0.4627,-0.5386,0.0759
2008-11-11,-0.5288,-0.5367,0.0078
2008-11-12,-0.6273,-0.5548,-0.0725
2008-11-13,-0.6989,-0.5836,-0.1153
2008-11-14,-0.8028,-0.6274,-0.1754
2008-11-17,-0.8727,-0.6765,-0.1962
2008-11-18,-0.9383,-0.7289,-0.2094
2008-11-19,-1.0117,-0.7854,-0.2262
2008-11-20,-1.1215,-0.8526,-0.2688
2008-11-21,-1.142,-0.9105,-0.2315
2008-11-24,-1.0957,-0.9475,-0.1481
2008-11-25,-1.066,-0.9712,-0.0948
2008-11-26,-0.9852,-0.974,-0.0111
2008-11-28,-0.8986,-0.959,0.0603
2008-12-01,-0.8988,-0.9469,0.0481
2008-12-02,-0.8424,-0.926,0.0836
2008-12-03,-0.7798,-0.8968,0.117
2008-12-04,-0.7243,-0.8623,0.138
2008-12-05,-0.6319,-0.8162,0.1843
2008-12-08,-0.514,-0.7557,0.2418
2008-12-09,-0.442,-0.693,0.251
2008-12-10,-0.3599,-0.6264,0.2665
2008-12-11,-0.3362,-0.5683,0.2322
2008-12-12,-0.2842,-0.5115,0.2273
2008-12-15,-0.2674,-0.4627,0.1953
2008-12-16,-0.1937,-0.4089,0.2152
2008-12-17,-0.125,-0.3521,0.2271
2008-12-18,-0.0889,-0.2995,0.2106
2008-12-19,-0.0364,-0.2469,0.2104
2008-12-22,-0.0364,-0.2048,0.1683
2008-12-23,-0.0496,-0.1737,0.1242
2008-12-24,-0.0473,-0.1485,0.1011
2008-12-26,-0.0442,-0.1276,0.0834
2008-12-29,-0.0668,-0.1155,0.0486
2008-12-30,-0.0575,-0.1039,0.0464
2008-12-31,-0.0415,-0.0914,0.0499
2009-01-02,0.0018,-0.0727,0.0746
2009-01-05,0.0421,-0.0498,0.0919
2009-01-06,0.0971,-0.0204,0.1175
2009-01-07,0.1208,0.0078,0.1129
2009-01-08,0.1499,0.0363,0.1136
2009-01-09,0.1415,0.0573,0.0842
2009-01-12,0.1189,0.0696,0.0493
2009-01-13,0.0824,0.0722,0.0102
2009-01-14,0.0264,0.063,-0.0366
2009-01-15,0.0015,0.0507,-0.0493
2009-01-16,-0.0038,0.0398,-0.0436
2009-01-20,-0.0533,0.0212,-0.0745
2009-01-21,-0.0787,0.0012,-0.0799
2009-01-22,-0.0921,-0.0175,-0.0747
2009-01-23,-0.1048,-0.0349,-0.0699
2009-01-26,-0.1199,-0.0519,-0.068
2009-01-27,-0.1184,-0.0652,-0.0532
2009-01-28,-0.076,-0.0674,-0.0086
2009-01-29,-0.0419,-0.0623,0.0204
2009-01-30,-0.0315,-0.0561,0.0246
2009-02-02,-0.023,-0.0495,0.0265
2009-02-03,0.0151,-0.0366,0.0517
2009-02-04,0.0399,-0.0213,0.0612
2009-02-05,0.0877,0.0005,0.0872
2009-02-06,0.1568,0.0318,0.125
2009-02-09,0.2235,0.0701,0.1534
2009-02-10,0.2078,0.0977,0.1102
2009-02-11,0.2003,0.1182,0.0821
2009-02-12,0.2074,0.136,0.0713
2009-02-13,0.2065,0.1501,0.0564
2009-02-17,0.1652,0.1531,0.0121
2009-02-18,0.1309,0.1487,-0.0178
2009-02-19,0.0922,0.1374,-0.0452
2009-02-20,0.0657,0.1231,-0.0574
2009-02-23,0.0106,0.1006,-0.09
2009-02-24,-0.0032,0.0798,-0.083
2009-02-25,-0.0227,0.0593,-0.082
2009-02-26,-0.0696,0.0335,-0.1032
2009-02-27,-0.0953,0.0078,-0.103
2009-03-02,-0.1446,-0.0227,-0.1219
2009-03-03,-0.1967,-0.0575,-0.1392
2009-03-04,-0.2153,-0.0891,-0.1263
2009-03-05,-0.2491,-0.1211,-0.128
2009-03-06,-0.2886,-0.1546,-0.134
2009-03-09,-0.3234,-0.1883,-0.1351
2009-03-10,-0.2784,-0.2064,-0.0721
2009-03-11,-0.2329,-0.2117,-0.0212
2009-03-12,-0.1267,-0.1947,0.068
2009-03-13,-0.0029,-0.1563,0.1534
2009-03-16,0.1116,-0.1027,0.2143
2009-03-17,0.2287,-0.0364,0.2652
2009-03-18,0.3466,0.0402,0.3065
2009-03-19,0.4423,0.1206,0.3217
2009-03-20,0.4778,0.192,0.2858
2009-03-23,0.572,0.268,0.304
2009-03-24,0.5779,0.33,0.2479
2009-03-25,0.5655,0.3771,0.1884
2009-03-26,0.6475,0.4312,0.2163
2009-03-27,0.6549,0.476,0.179
2009-03-30,0.6126,0.5033,0.1093
2009-03-31,0.5605,0.5147,0.0458
2009-04-01,0.518,0.5154,0.0026
2009-04-02,0.5307,0.5184,0.0123
2009-04-03,0.5243,0.5196,0.0046
2009-04-06,0.4917,0.514,-0.0223
2009-04-07,0.4422,0.4997,-0.0575
2009-04-08,0.4223,0.4842,-0.0619
2009-04-09,0.4426,0.4759,-0.0333
2009-04-13,0.4543,0.4716,-0.0173
2009-04-14,0.4471,0.4667,-0.0196
2009-04-15,0.4196,0.4572,-0.0377
2009-04-16,0.3893,0.4436,-0.0544
2009-04-17,0.397,0.4343,-0.0373
2009-04-20,0.3435,0.4161,-0.0727
2009-04-21,0.3327,0.3995,-0.0668
2009-04-22,0.3811,0.3958,-0.0147
2009-04-23,0.4777,0.4122,0.0655
2009-04-24,0.5599,0.4417,0.1182
2009-04-27,0.5932,0.472,0.1212
2009-04-28,0.6365,0.5049,0.1316
2009-04-29,0.6783,0.5396,0.1387
2009-04-30,0.7647,0.5846,0.1801
2009-05-01,0.7711,0.6219,0.1492
2009-05-04,0.8024,0.658,0.1444
2009-05-05,0.8162,0.6896,0.1265
2009-05-06,0.8017,0.7121,0.0897
2009-05-07,0.7804,0.7257,0.0547
2009-05-08,0.727,0.726,0.001
