date,MACD,MACD_Signal,MACD_Hist
2009-05-11,0.66,0.7128,-0.0528
2009-05-12,0.5785,0.6859,-0.1074
2009-05-13,0.4738,0.6435,-0.1697
2009-05-14,0.3847,0.5918,-0.207
2009-05-15,0.3273,0.5389,-0.2115
2009-05-18,0.3145,0.494,-0.1795
2009-05-19,0.3033,0.4559,-0.1526
2009-05-20,0.3014,0.425,-0.1236
2009-05-21,0.2869,0.3974,-0.1104
2009-05-22,0.238,0.3655,-0.1275
2009-05-26,0.2368,0.3398,-0.1029
2009-05-27,0.2253,0.3169,-0.0916
2009-05-28,0.2384,0.3012,-0.0628
2009-05-29,0.3001,0.301,-0.0008
2009-06-01,0.3874,0.3182,0.0692
2009-06-02,0.4434,0.3433,0.1001
2009-06-03,0.5205,0.3787,0.1418
2009-06-04,0.5646,0.4159,0.1487
2009-06-05,0.5863,0.45,0.1363
2009-06-08,0.5871,0.4774,0.1097
2009-06-09,0.5994,0.5018,0.0976
2009-06-10,0.5782,0.5171,0.0611
2009-06-11,0.504,0.5145,-0.0105
2009-06-12,0.4632,0.5042,-0.041
2009-06-15,0.3917,0.4817,-0.09
2009-06-16,0.3217,0.4497,-0.128
2009-06-17,0.287,0.4172,-0.1301
2009-06-18,0.2415,0.382,-0.1406
2009-06-19,0.2134,0.3483,-0.1349
2009-06-22,0.1467,0.308,-0.1613
2009-06-23,0.1286,0.2721,-0.1435
2009-06-24,0.117,0.2411,-0.1241
2009-06-25,0.1569,0.2242,-0.0674
2009-06-26,0.1616,0.2117,-0.0502
2009-06-29,0.1722,0.2038,-0.0316
2009-06-30,0.1187,0.1868,-0.0681
2009-07-01,0.0842,0.1663,-0.0821
2009-07-02,0.0076,0.1345,-0.127
2009-07-06,-0.0518,0.0973,-0.149
2009-07-07,-0.132,0.0514,-0.1834
2009-07-08,-0.1877,0.0036,-0.1913
2009-07-09,-0.1814,-0.0334,-0.148
2009-07-10,-0.1895,-0.0646,-0.1249
2009-07-13,-0.1459,-0.0809,-0.065
2009-07-14,-0.1052,-0.0857,-0.0195
2009-07-15,-0.0474,-0.0781,0.0306
2009-07-16,-0.0024,-0.0629,0.0605
2009-07-17,0.0353,-0.0433,0.0786
2009-07-20,0.1027,-0.0141,0.1168
2009-07-21,0.136,0.0159,0.1201
2009-07-22,0.3759,0.0879,0.288
2009-07-23,0.5492,0.1802,0.369
2009-07-24,0.6756,0.2792,0.3963
2009-07-27,0.7732,0.378,0.3952
2009-07-28,0.8457,0.4716,0.3741
2009-07-29,0.8769,0.5527,0.3243
2009-07-30,0.9289,0.6279,0.301
2009-07-31,0.9646,0.6952,0.2693
2009-08-03,1.027,0.7616,0.2654
2009-08-04,1.0986,0.829,0.2696
2009-08-05,1.1261,0.8884,0.2377
2009-08-06,1.1189,0.9345,0.1844
2009-08-07,1.1588,0.9794,0.1794
2009-08-10,1.1903,1.0216,0.1688
2009-08-11,1.1744,1.0521,0.1223
2009-08-12,1.178,1.0773,0.1007
2009-08-13,1.2002,1.1019,0.0983
2009-08-14,1.1623,1.114,0.0484
2009-08-17,1.0796,1.1071,-0.0275
2009-08-18,1.0335,1.0924,-0.0588
2009-08-19,0.9945,1.0728,-0.0783
2009-08-20,0.9605,1.0503,-0.0898
2009-08-21,0.962,1.0327,-0.0706
2009-08-24,0.9148,1.0091,-0.0943
2009-08-25,0.8881,0.9849,-0.0968
2009-08-26,0.8451,0.9569,-0.1119
2009-08-27,0.8089,0.9273,-0.1184
2009-08-28,0.7626,0.8944,-0.1318
2009-08-31,0.6905,0.8536,-0.1631
2009-09-01,0.5918,0.8013,-0.2094
2009-09-02,0.5078,0.7426,-0.2348
2009-09-03,0.4465,0.6834,-0.2368
2009-09-04,0.4198,0.6306,-0.2109
2009-09-08,0.4084,0.5862,-0.1778
2009-09-09,0.4658,0.5621,-0.0963
2009-09-10,0.4959,0.5489,-0.053
2009-09-11,0.5075,0.5406,-0.0331
2009-09-14,0.5259,0.5376,-0.0118
2009-09-15,0.5112,0.5324,-0.0212
2009-09-16,0.4986,0.5256,-0.027
2009-09-17,0.5015,0.5208,-0.0193
2009-09-18,0.5522,0.5271,0.0252
2009-09-21,0.5785,0.5374,0.0412
2009-09-22,0.5766,0.5452,0.0314
2009-09-23,0.5062,0.5374,-0.0312
2009-09-24,0.4039,0.5107,-0.1068
2009-09-25,0.3718,0.4829,-0.1112
2009-09-28,0.4054,0.4674,-0.062
2009-09-29,0.4079,0.4555,-0.0476
2009-09-30,0.4268,0.4498,-0.023
2009-10-01,0.3825,0.4363,-0.0538
2009-10-02,0.3251,0.4141,-0.089
2009-10-05,0.3019,0.3917,-0.0897
2009-10-06,0.3178,0.3769,-0.059
2009-10-07,0.3163,0.3648,-0.0485
2009-10-08,0.3171,0.3552,-0.0381
2009-10-09,0.2957,0.3433,-0.0476
2009-10-12,0.2852,0.3317,-0.0465
2009-10-13,0.2602,0.3174,-0.0572
2009-10-14,0.2655,0.307,-0.0415
2009-10-15,0.281,0.3018,-0.0208
2009-10-16,0.2835,0.2982,-0.0146
2009-10-19,0.3063,0.2998,0.0065
2009-10-20,0.2879,0.2974,-0.0095
2009-10-21,0.255,0.2889,-0.0339
2009-10-22,0.2519,0.2815,-0.0296
2009-10-23,0.2154,0.2683,-0.0528
2009-10-26,0.1669,0.248,-0.0811
2009-10-27,0.0504,0.2085,-0.1581
2009-10-28,-0.0694,0.1529,-0.2223
2009-10-29,-0.1002,0.1023,-0.2025
2009-10-30,-0.1663,0.0486,-0.2149
2009-11-02,-0.1843,0.002,-0.1863
2009-11-03,-0.1931,-0.037,-0.1561
2009-11-04,-0.2145,-0.0725,-0.142
2009-11-05,-0.1898,-0.096,-0.0938
2009-11-06,-0.055,-0.0878,0.0328
2009-11-09,0.0497,-0.0603,0.11
2009-11-10,0.1558,-0.0171,0.1729
2009-11-11,0.2612,0.0386,0.2226
2009-11-12,0.3383,0.0985,0.2398
2009-11-13,0.4029,0.1594,0.2435
2009-11-16,0.4712,0.2218,0.2495
2009-11-17,0.5138,0.2802,0.2336
2009-11-18,0.5198,0.3281,0.1917
2009-11-19,0.5034,0.3631,0.1402
2009-11-20,0.4752,0.3856,0.0897
2009-11-23,0.4637,0.4012,0.0625
2009-11-24,0.427,0.4064,0.0207
2009-11-25,0.4325,0.4116,0.021
2009-11-27,0.4008,0.4094,-0.0086
2009-11-30,0.4089,0.4093,-0.0004
2009-12-01,0.397,0.4069,-0.0099
2009-12-02,0.3792,0.4013,-0.0222
2009-12-03,0.3162,0.3843,-0.0681
2009-12-04,0.3015,0.3677,-0.0662
2009-12-07,0.2707,0.3483,-0.0777
2009-12-08,0.2291,0.3245,-0.0954
2009-12-09,0.2002,0.2996,-0.0994
2009-12-10,0.2559,0.2909,-0.035
2009-12-11,0.3038,0.2935,0.0103
2009-12-14,0.373,0.3094,0.0636
2009-12-15,0.4141,0.3303,0.0838
2009-12-16,0.4185,0.348,0.0706
2009-12-17,0.402,0.3588,0.0433
2009-12-18,0.4986,0.3867,0.1119
2009-12-21,0.5255,0.4145,0.111
2009-12-22,0.5869,0.449,0.1379
2009-12-23,0.6299,0.4852,0.1447
2009-12-24,0.65,0.5181,0.1319
2009-12-28,0.6703,0.5486,0.1217
2009-12-29,0.6547,0.5698,0.0849
2009-12-30,0.619,0.5796,0.0394
2009-12-31,0.564,0.5765,-0.0125
2010-01-04,0.5138,0.564,-0.0502
2010-01-05,0.5116,0.5535,-0.0419
2010-01-06,0.4905,0.5409,-0.0504
2010-01-07,0.4636,0.5254,-0.0618
2010-01-08,0.4309,0.5065,-0.0757
2010-01-11,0.3947,0.4841,-0.0894
2010-01-12,0.3308,0.4535,-0.1227
2010-01-13,0.3212,0.427,-0.1058
2010-01-14,0.324,0.4064,-0.0824
2010-01-15,0.3001,0.3852,-0.085
2010-01-19,0.3028,0.3687,-0.0659
2010-01-20,0.2783,0.3506,-0.0723
2010-01-21,0.2867,0.3378,-0.0511
2010-01-22,0.2289,0.316,-0.0871
2010-01-25,0.1403,0.2809,-0.1406
2010-01-26,0.0805,0.2408,-0.1603
2010-01-27,0.0223,0.1971,-0.1748
2010-01-28,-0.0498,0.1477,-0.1975
2010-01-29,-0.1289,0.0924,-0.2213
2010-02-01,-0.1543,0.0431,-0.1974
2010-02-02,-0.1549,0.0035,-0.1584
2010-02-03,-0.1552,-0.0283,-0.1269
2010-02-04,-0.2031,-0.0632,-0.1399
2010-02-05,-0.2471,-0.1,-0.1471
2010-02-08,-0.262,-0.1324,-0.1296
2010-02-09,-0.2484,-0.1556,-0.0928
2010-02-10,-0.2205,-0.1686,-0.0519
2010-02-11,-0.181,-0.171,-0.0099
2010-02-12,-0.1448,-0.1658,0.021
2010-02-16,-0.0924,-0.1511,0.0587
2010-02-17,-0.0288,-0.1266,0.0979
2010-02-18,0.0301,-0.0953,0.1254
2010-02-19,0.084,-0.0594,0.1434
2010-02-22,0.0885,-0.0299,0.1183
2010-02-23,0.0734,-0.0092,0.0826
2010-02-24,0.0927,0.0112,0.0816
2010-02-25,0.0924,0.0274,0.065
2010-02-26,0.092,0.0403,0.0516
2010-03-01,0.1208,0.0564,0.0644
2010-03-02,0.1453,0.0742,0.0711
2010-03-03,0.1412,0.0876,0.0536
2010-03-04,0.1253,0.0952,0.0301
2010-03-05,0.1473,0.1056,0.0417
2010-03-08,0.1588,0.1162,0.0426
2010-03-09,0.19,0.131,0.059
2010-03-10,0.2609,0.157,0.1039
2010-03-11,0.3167,0.1889,0.1278
2010-03-12,0.3576,0.2226,0.1349
2010-03-15,0.3967,0.2575,0.1393
2010-03-16,0.4923,0.3044,0.1878
2010-03-17,0.583,0.3601,0.2229
2010-03-18,0.6044,0.409,0.1954
2010-03-19,0.6103,0.4493,0.1611
2010-03-22,0.6295,0.4853,0.1442
2010-03-23,0.651,0.5184,0.1325
2010-03-24,0.6508,0.5449,0.1058
2010-03-25,0.557,0.5473,0.0097
2010-03-26,0.5076,0.5394,-0.0318
2010-03-29,0.4646,0.5244,-0.0598
2010-03-30,0.4217,0.5039,-0.0822
2010-03-31,0.3601,0.4751,-0.115
2010-04-01,0.3054,0.4412,-0.1358
2010-04-05,0.2885,0.4106,-0.1221
2010-04-06,0.2712,0.3828,-0.1115
2010-04-07,0.2793,0.3621,-0.0827
2010-04-08,0.2761,0.3449,-0.0688
2010-04-09,0.2617,0.3282,-0.0666
2010-04-12,0.229,0.3084,-0.0794
2010-04-13,0.22,0.2907,-0.0707
2010-04-14,0.2191,0.2764,-0.0572
2010-04-15,0.2391,0.2689,-0.0298
2010-04-16,0.2385,0.2629,-0.0243
2010-04-19,0.2305,0.2564,-0.0259
2010-04-20,0.2504,0.2552,-0.0048
2010-04-21,0.2734,0.2588,0.0146
2010-04-22,0.4367,0.2944,0.1423
2010-04-23,0.5605,0.3476,0.2129
2010-04-26,0.6615,0.4104,0.2511
2010-04-27,0.6644,0.4612,0.2032
2010-04-28,0.6345,0.4959,0.1386
2010-04-29,0.634,0.5235,0.1105
2010-04-30,0.577,0.5342,0.0428
2010-05-03,0.6215,0.5517,0.0699
2010-05-04,0.5576,0.5529,0.0047
2010-05-05,0.5163,0.5455,-0.0293
2010-05-06,0.4293,0.5223,-0.093
2010-05-07,0.3436,0.4866,-0.1429
2010-05-10,0.3994,0.4691,-0.0698
2010-05-11,0.4114,0.4576,-0.0462
2010-05-12,0.5078,0.4676,0.0402
2010-05-13,0.5449,0.4831,0.0618
2010-05-14,0.4935,0.4852,0.0084
2010-05-17,0.4796,0.484,-0.0045
2010-05-18,0.4368,0.4746,-0.0378
2010-05-19,0.3673,0.4531,-0.0859
2010-05-20,0.2216,0.4068,-0.1852
2010-05-21,0.1202,0.3495,-0.2293
2010-05-24,0.0218,0.284,-0.2622
2010-05-25,-0.0676,0.2136,-0.2812
2010-05-26,-0.1535,0.1402,-0.2937
2010-05-27,-0.1146,0.0892,-0.2039
2010-05-28,-0.0932,0.0528,-0.146
2010-06-01,-0.0905,0.0241,-0.1146
2010-06-02,-0.0172,0.0158,-0.033
2010-06-03,0.0628,0.0252,0.0376
2010-06-04,0.0683,0.0338,0.0345
2010-06-07,0.023,0.0317,-0.0087
2010-06-08,0.0119,0.0277,-0.0158
2010-06-09,0.0398,0.0301,0.0097
2010-06-10,0.1147,0.0471,0.0677
2010-06-11,0.1856,0.0748,0.1108
2010-06-14,0.2638,0.1126,0.1512
2010-06-15,0.3595,0.162,0.1975
2010-06-16,0.4352,0.2166,0.2186
2010-06-17,0.4887,0.271,0.2177
2010-06-18,0.5339,0.3236,0.2103
2010-06-21,0.5576,0.3704,0.1872
2010-06-22,0.5068,0.3977,0.1091
2010-06-23,0.4684,0.4118,0.0566
2010-06-24,0.3811,0.4057,-0.0246
2010-06-25,0.3196,0.3885,-0.0689
2010-06-28,0.2342,0.3576,-0.1234
2010-06-29,0.0546,0.297,-0.2424
2010-06-30,-0.1434,0.2089,-0.3523
2010-07-01,-0.2682,0.1135,-0.3817
2010-07-02,-0.3876,0.0133,-0.4009
2010-07-06,-0.5358,-0.0965,-0.4392
2010-07-07,-0.5828,-0.1938,-0.389
2010-07-08,-0.5778,-0.2706,-0.3072
2010-07-09,-0.5307,-0.3226,-0.2081
2010-07-12,-0.4901,-0.3561,-0.134
2010-07-13,-0.3993,-0.3647,-0.0345
2010-07-14,-0.3188,-0.3555,0.0368
2010-07-15,-0.2417,-0.3328,0.0911
2010-07-16,-0.2408,-0.3144,0.0736
2010-07-19,-0.2261,-0.2967,0.0706
2010-07-20,-0.1898,-0.2753,0.0856
2010-07-21,-0.207,-0.2617,0.0547
2010-07-22,-0.2197,-0.2533,0.0336
2010-07-23,-0.2088,-0.2444,0.0356
2010-07-26,-0.1971,-0.2349,0.0378
2010-07-27,-0.2024,-0.2284,0.026
2010-07-28,-0.2194,-0.2266,0.0072
2010-07-29,-0.2438,-0.2301,-0.0138
2010-07-30,-0.2578,-0.2356,-0.0222
2010-08-02,-0.2793,-0.2444,-0.035
2010-08-03,-0.2898,-0.2535,-0.0364
2010-08-04,-0.2581,-0.2544,-0.0037
2010-08-05,-0.2303,-0.2496,0.0193
2010-08-06,-0.1939,-0.2384,0.0446
2010-08-09,-0.1368,-0.2181,0.0813
2010-08-10,-0.1113,-0.1967,0.0854
2010-08-11,-0.1491,-0.1872,0.0381
2010-08-12,-0.1929,-0.1883,-0.0046
2010-08-13,-0.2626,-0.2032,-0.0594
2010-08-16,-0.3277,-0.2281,-0.0996
2010-08-17,-0.3371,-0.2499,-0.0872
2010-08-18,-0.3243,-0.2648,-0.0595
2010-08-19,-0.3473,-0.2813,-0.066
2010-08-20,-0.3605,-0.2971,-0.0634
2010-08-23,-0.3962,-0.3169,-0.0793
2010-08-24,-0.4884,-0.3512,-0.1371
2010-08-25,-0.5119,-0.3834,-0.1285
2010-08-26,-0.5317,-0.413,-0.1186
2010-08-27,-0.5252,-0.4354,-0.0897
2010-08-30,-0.5173,-0.4518,-0.0654
2010-08-31,-0.5411,-0.4697,-0.0714
2010-09-01,-0.4977,-0.4753,-0.0224
2010-09-02,-0.3799,-0.4562,0.0763
2010-09-03,-0.2506,-0.4151,0.1645
2010-09-07,-0.1623,-0.3645,0.2022
2010-09-08,-0.0985,-0.3113,0.2128
2010-09-09,-0.0434,-0.2577,0.2143
2010-09-10,0.0457,-0.1971,0.2428
2010-09-13,0.1429,-0.1291,0.272
2010-09-14,0.2199,-0.0593,0.2791
2010-09-15,0.2753,0.0076,0.2676
2010-09-16,0.3139,0.0689,0.245
2010-09-17,0.3247,0.12,0.2046
2010-09-20,0.3892,0.1739,0.2153
2010-09-21,0.4258,0.2243,0.2015
2010-09-22,0.4313,0.2657,0.1656
2010-09-23,0.3923,0.291,0.1013
2010-09-24,0.4116,0.3151,0.0965
2010-09-27,0.4236,0.3368,0.0868
2010-09-28,0.4274,0.3549,0.0725
2010-09-29,0.3983,0.3636,0.0347
2010-09-30,0.3511,0.3611,-0.01
2010-10-01,0.3412,0.3571,-0.0159
2010-10-04,0.3096,0.3476,-0.038
2010-10-05,0.326,0.3433,-0.0173
2010-10-06,0.3232,0.3393,-0.0161
2010-10-07,0.3149,0.3344,-0.0195
2010-10-08,0.3048,0.3285,-0.0237
2010-10-11,0.2871,0.3202,-0.0331
2010-10-12,0.3616,0.3285,0.0331
2010-10-13,0.4255,0.3479,0.0776
2010-10-14,0.4838,0.3751,0.1087
2010-10-15,0.5332,0.4067,0.1265
2010-10-18,0.5507,0.4355,0.1152
2010-10-19,0.5365,0.4557,0.0808
2010-10-20,0.5488,0.4743,0.0745
2010-10-21,0.5395,0.4874,0.0521
2010-10-22,0.6217,0.5142,0.1075
2010-10-25,0.6711,0.5456,0.1255
2010-10-26,0.7133,0.5791,0.1342
2010-10-27,0.7167,0.6066,0.11
2010-10-28,0.7088,0.6271,0.0817
2010-10-29,0.7208,0.6458,0.075
2010-11-01,0.742,0.6651,0.077
2010-11-02,0.7557,0.6832,0.0725
2010-11-03,0.7754,0.7016,0.0738
2010-11-04,0.8339,0.7281,0.1058
2010-11-05,0.9595,0.7744,0.1851
2010-11-08,1.0278,0.8251,0.2028
2010-11-09,1.033,0.8666,0.1663
2010-11-10,1.0492,0.9031,0.146
2010-11-11,1.0714,0.9368,0.1346
2010-11-12,1.0328,0.956,0.0768
2010-11-15,1.0382,0.9724,0.0658
2010-11-16,0.9552,0.969,-0.0138
2010-11-17,0.8913,0.9535,-0.0622
2010-11-18,0.8781,0.9384,-0.0603
2010-11-19,0.8722,0.9252,-0.053
2010-11-22,0.8663,0.9134,-0.0471
2010-11-23,0.8144,0.8936,-0.0792
2010-11-24,0.8506,0.885,-0.0344
2010-11-26,0.8421,0.8764,-0.0343
2010-11-29,0.7979,0.8607,-0.0628
2010-11-30,0.7391,0.8364,-0.0973
2010-12-01,0.7723,0.8236,-0.0513
2010-12-02,0.8741,0.8337,0.0404
2010-12-03,0.9407,0.8551,0.0856
2010-12-06,0.9822,0.8805,0.1017
2010-12-07,1.0082,0.906,0.1022
2010-12-08,1.0012,0.9251,0.0761
2010-12-09,0.9699,0.934,0.0359
2010-12-10,0.9496,0.9371,0.0124
2010-12-13,0.8749,0.9247,-0.0498
2010-12-14,0.8158,0.9029,-0.0871
2010-12-15,0.7413,0.8706,-0.1293
2010-12-16,0.7318,0.8428,-0.111
2010-12-17,0.7317,0.8206,-0.0889
2010-12-20,0.7348,0.8034,-0.0687
2010-12-21,0.7233,0.7874,-0.0641
2010-12-22,0.7116,0.7722,-0.0607
2010-12-23,0.6704,0.7519,-0.0815
2010-12-27,0.6177,0.725,-0.1073
2010-12-28,0.563,0.6926,-0.1296
2010-12-29,0.5233,0.6588,-0.1355
2010-12-30,0.4783,0.6227,-0.1444
2010-12-31,0.4152,0.5812,-0.166
2011-01-03,0.4504,0.555,-0.1046
2011-01-04,0.4114,0.5263,-0.1149
2011-01-05,0.3658,0.4942,-0.1284
2011-01-06,0.2948,0.4543,-0.1595
2011-01-07,0.3012,0.4237,-0.1225
2011-01-10,0.302,0.3994,-0.0973
2011-01-11,0.2585,0.3712,-0.1127
2011-01-12,0.2167,0.3403,-0.1236
2011-01-13,0.1982,0.3119,-0.1137
2011-01-14,0.2046,0.2904,-0.0858
2011-01-18,0.2312,0.2786,-0.0474
2011-01-19,0.2503,0.2729,-0.0227
2011-01-20,0.2759,0.2735,0.0023
2011-01-21,0.2944,0.2777,0.0167
2011-01-24,0.3287,0.2879,0.0408
2011-01-25,0.3645,0.3032,0.0613
2011-01-26,0.3422,0.311,0.0312
2011-01-27,0.3177,0.3123,0.0053
2011-01-28,0.1911,0.2881,-0.097
2011-01-31,0.0738,0.2452,-0.1714
2011-02-01,0.0385,0.2039,-0.1654
2011-02-02,0.0064,0.1644,-0.158
2011-02-03,-0.0061,0.1303,-0.1364
2011-02-04,0.0014,0.1045,-0.1031
2011-02-07,-0.0107,0.0815,-0.0922
2011-02-08,0.0413,0.0734,-0.0321
2011-02-09,0.0709,0.0729,-0.002
2011-02-10,0.1072,0.0798,0.0274
2011-02-11,0.1496,0.0937,0.0558
2011-02-14,0.1994,0.1149,0.0845
2011-02-15,0.2043,0.1327,0.0715
2011-02-16,0.2369,0.1536,0.0833
2011-02-17,0.2541,0.1737,0.0804
2011-02-18,0.3048,0.1999,0.1049
2011-02-22,0.2428,0.2085,0.0343
2011-02-23,0.1228,0.1913,-0.0686
2011-02-24,0.0274,0.1585,-0.1312
2011-02-25,-0.0006,0.1267,-0.1273
2011-02-28,0.0157,0.1045,-0.0888
2011-03-01,-0.0187,0.0799,-0.0986
2011-03-02,-0.059,0.0521,-0.1111
2011-03-03,-0.0269,0.0363,-0.0632
2011-03-04,0.0073,0.0305,-0.0232
2011-03-07,0.0723,0.0389,0.0335
2011-03-08,0.1552,0.0621,0.093
2011-03-09,0.2606,0.1018,0.1588
2011-03-10,0.6138,0.2042,0.4096
2011-03-11,0.7711,0.3176,0.4535
2011-03-14,0.8193,0.4179,0.4014
2011-03-15,0.847,0.5037,0.3432
2011-03-16,0.8015,0.5633,0.2382
2011-03-17,0.764,0.6034,0.1606
2011-03-18,0.7155,0.6258,0.0896
2011-03-21,0.6973,0.6401,0.0571
2011-03-22,0.6463,0.6414,0.005
2011-03-23,0.7378,0.6607,0.0772
2011-03-24,0.8721,0.703,0.1692
2011-03-25,0.9132,0.745,0.1682
2011-03-28,0.9333,0.7827,0.1507
2011-03-29,0.9369,0.8135,0.1234
2011-03-30,0.9178,0.8344,0.0834
2011-03-31,0.9108,0.8496,0.0611
2011-04-01,0.9188,0.8635,0.0553
2011-04-04,0.8731,0.8654,0.0077
2011-04-05,0.8011,0.8525,-0.0515
2011-04-06,0.7347,0.829,-0.0943
2011-04-07,0.6353,0.7902,-0.155
2011-04-08,0.5397,0.7401,-0.2004
2011-04-11,0.4364,0.6794,-0.243
2011-04-12,0.3728,0.6181,-0.2453
2011-04-13,0.3217,0.5588,-0.2371
2011-04-14,0.291,0.5052,-0.2143
2011-04-15,0.2963,0.4634,-0.1672
2011-04-18,0.2516,0.4211,-0.1695
2011-04-19,0.2416,0.3852,-0.1435
2011-04-20,0.2893,0.366,-0.0767
2011-04-21,0.3322,0.3592,-0.0271
2011-04-25,0.3516,0.3577,-0.0061
2011-04-26,0.3412,0.3544,-0.0132
2011-04-27,0.3763,0.3588,0.0175
2011-04-28,0.3748,0.362,0.0128
2011-04-29,0.315,0.3526,-0.0376
2011-05-02,0.303,0.3427,-0.0397
2011-05-03,0.2597,0.3261,-0.0664
2011-05-04,0.2444,0.3097,-0.0653
2011-05-05,0.2241,0.2926,-0.0685
2011-05-06,0.208,0.2757,-0.0677
2011-05-09,0.1603,0.2526,-0.0923
2011-05-10,0.1298,0.228,-0.0982
2011-05-11,0.0694,0.1963,-0.1269
2011-05-12,0.074,0.1718,-0.0979
2011-05-13,0.0527,0.148,-0.0953
2011-05-16,-0.0435,0.1097,-0.1532
2011-05-17,-0.1072,0.0663,-0.1735
2011-05-18,-0.0514,0.0428,-0.0942
2011-05-19,0.0352,0.0413,-0.0061
2011-05-20,0.0604,0.0451,0.0153
2011-05-23,0.0658,0.0492,0.0166
2011-05-24,0.0574,0.0509,0.0065
2011-05-25,0.0366,0.048,-0.0114
2011-05-26,0.0454,0.0475,-0.0021
2011-05-27,0.0533,0.0486,0.0047
2011-05-31,0.0853,0.056,0.0293
2011-06-01,0.0447,0.0537,-0.009
2011-06-02,0.0077,0.0445,-0.0368
2011-06-03,-0.0821,0.0192,-0.1013
2011-06-06,-0.1052,-0.0057,-0.0995
2011-06-07,-0.107,-0.0259,-0.081
2011-06-08,-0.1223,-0.0452,-0.0771
2011-06-09,-0.1496,-0.0661,-0.0835
2011-06-10,-0.2025,-0.0934,-0.1091
2011-06-13,-0.2587,-0.1264,-0.1323
2011-06-14,-0.2703,-0.1552,-0.1151
2011-06-15,-0.309,-0.186,-0.123
2011-06-16,-0.3135,-0.2115,-0.102
2011-06-17,-0.2895,-0.2271,-0.0624
2011-06-20,-0.2363,-0.2289,-0.0074
2011-06-21,-0.1201,-0.2071,0.0871
2011-06-22,0.0162,-0.1625,0.1787
2011-06-23,0.1587,-0.0982,0.2569
2011-06-24,0.2382,-0.031,0.2691
2011-06-27,0.3488,0.045,0.3038
2011-06-28,0.532,0.1424,0.3896
2011-06-29,0.6838,0.2507,0.4332
2011-06-30,0.7998,0.3605,0.4393
2011-07-01,0.9374,0.4759,0.4615
2011-07-05,1.0951,0.5997,0.4954
2011-07-06,1.1639,0.7126,0.4514
2011-07-07,1.1966,0.8094,0.3872
2011-07-08,1.211,0.8897,0.3213
2011-07-11,1.1597,0.9437,0.216
2011-07-12,1.0928,0.9735,0.1193
2011-07-13,1.0288,0.9846,0.0442
2011-07-14,0.931,0.9739,-0.0429
2011-07-15,0.8972,0.9585,-0.0614
2011-07-18,0.8285,0.9325,-0.104
2011-07-19,0.8387,0.9138,-0.075
2011-07-20,0.7981,0.8906,-0.0926
2011-07-21,0.801,0.8727,-0.0717
2011-07-22,0.7918,0.8565,-0.0648
2011-07-25,0.7795,0.8411,-0.0616
2011-07-26,0.7434,0.8216,-0.0781
2011-07-27,0.6102,0.7793,-0.1691
2011-07-28,0.5794,0.7393,-0.1599
2011-07-29,0.5575,0.703,-0.1455
2011-08-01,0.5108,0.6645,-0.1537
2011-08-02,0.3735,0.6063,-0.2328
2011-08-03,0.3151,0.5481,-0.233
2011-08-04,0.0759,0.4536,-0.3777
2011-08-05,-0.1267,0.3376,-0.4643
2011-08-08,-0.497,0.1707,-0.6677
2011-08-09,-0.6227,0.012,-0.6347
2011-08-10,-0.8162,-0.1537,-0.6626
2011-08-11,-0.7711,-0.2772,-0.4939
2011-08-12,-0.707,-0.3631,-0.3439
2011-08-15,-0.5641,-0.4033,-0.1608
2011-08-16,-0.4083,-0.4043,-0.004
2011-08-17,-0.2967,-0.3828,0.0861
2011-08-18,-0.5209,-0.4104,-0.1105
2011-08-19,-0.6628,-0.4609,-0.2019
2011-08-22,-0.7832,-0.5253,-0.2578
2011-08-23,-0.7218,-0.5646,-0.1571
2011-08-24,-0.6144,-0.5746,-0.0398
2011-08-25,-0.599,-0.5795,-0.0196
2011-08-26,-0.5028,-0.5641,0.0613
2011-08-29,-0.369,-0.5251,0.1561
2011-08-30,-0.2241,-0.4649,0.2408
2011-08-31,-0.0984,-0.3916,0.2932
2011-09-01,-0.0332,-0.3199,0.2868
2011-09-02,-0.0375,-0.2634,0.2259
2011-09-06,-0.0197,-0.2147,0.195
2011-09-07,0.1085,-0.15,0.2586
2011-09-08,0.187,-0.0826,0.2696
2011-09-09,0.118,-0.0425,0.1605
2011-09-12,0.0896,-0.0161,0.1057
2011-09-13,0.1095,0.009,0.1004
2011-09-14,0.1525,0.0377,0.1148
2011-09-15,0.2259,0.0754,0.1506
2011-09-16,0.2913,0.1185,0.1727
2011-09-19,0.4955,0.1939,0.3016
2011-09-20,0.6435,0.2839,0.3596
2011-09-21,0.658,0.3587,0.2993
2011-09-22,0.5585,0.3986,0.1599
2011-09-23,0.4826,0.4154,0.0672
2011-09-26,0.4798,0.4283,0.0515
2011-09-27,0.5009,0.4428,0.0581
2011-09-28,0.4782,0.4499,0.0283
2011-09-29,0.3545,0.4308,-0.0763
2011-09-30,0.1833,0.3813,-0.198
2011-10-03,-0.0398,0.2971,-0.3369
2011-10-04,-0.1305,0.2116,-0.3421
2011-10-05,-0.1362,0.142,-0.2782
2011-10-06,-0.1032,0.093,-0.1962
2011-10-07,-0.0155,0.0713,-0.0868
2011-10-10,0.1857,0.0942,0.0916
2011-10-11,0.374,0.1501,0.2239
2011-10-12,0.5316,0.2264,0.3052
2011-10-13,0.6155,0.3043,0.3113
2011-10-14,0.7644,0.3963,0.3681
2011-10-17,0.7878,0.4746,0.3132
